adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,title_clean,year
False,/jlGmlFOcfo8n5tURmhC7YVd4Iyy.jpg,"[28, 35, 12]",436969,en,The Suicide Squad,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",12.6398,/q61qEyssk2ku3okWICKArlAdhBn.jpg,2021-07-28,The Suicide Squad,False,7.463,9491,the suicide squad,2021
False,/AaABt75ZzfMGrscUR2seabz4PEX.jpg,"[28, 12, 14]",297762,en,Wonder Woman,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,12.63,/v4ncgZjG2Zu8ZW5al1vIZTsSjqX.jpg,2017-05-30,Wonder Woman,False,7.209,20807,wonder woman,2017
False,/rcEDPOOOUTLFxLLQJggfLffbofe.jpg,"[16, 28, 14]",810693,ja,劇場版 呪術廻戦 0,"Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?",12.6271,/23oJaeBh0FDk2mQ2P240PU9Xxfh.jpg,2021-12-24,Jujutsu Kaisen 0,False,8.1,1696,jujutsu kaisen 0,2021
False,/5lAMQMWpXMsirvtLLvW7cJgEPkU.jpg,"[16, 18, 10749]",378064,ja,映画 聲の形,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",12.6248,/tuFaWiqX0TXoWu7DGNcmX3UW7sT.jpg,2016-09-17,A Silent Voice: The Movie,False,8.387,4429,a silent voice the movie,2016
False,/qvyOfwTC3qdbzkqdXWSSEMHtjBZ.jpg,"[18, 35, 10749]",1064213,en,Anora,"A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his parents set out to get the marriage annulled.",12.5644,/oN0o3owobFjePDc5vMdLRAd0jkd.jpg,2024-10-14,Anora,False,7.06,3077,anora,2024
False,/sNhzcUw5cg4JwICjnHZ5XhTKNrU.jpg,"[53, 28, 878]",766507,en,Prey,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.",12.5497,/2FKjLRt7oK1bRRIrxgWmthbBdFh.jpg,2022-08-02,Prey,False,7.662,7613,prey,2022
False,/xlDUjb0Q5Dv6jPQRF5VE4IMjIy.jpg,"[18, 80]",311,en,Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",12.5472,/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg,1984-05-23,Once Upon a Time in America,False,8.384,5973,once upon a time in america,1984
False,/c0fB9xk7D1aVb3Bg2rk2SVJcGn.jpg,"[18, 10752]",423,en,The Pianist,"The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",12.5412,/2hFvxCCWrTmCYwfy7yum0GKRi3Y.jpg,2002-09-17,The Pianist,False,8.376,10040,the pianist,2002
False,/8pwIhymsxfAVjrAE7syDjQULn37.jpg,"[16, 35, 10751, 12]",425,en,Ice Age,"Manny the mammoth, Sid the loquacious sloth, and Diego the sabre-toothed tiger go on a comical quest to return a human baby back to his father, across a world on the brink of an ice age.",12.5286,/gLhHHZUzeseRXShoDyC4VqLgsNv.jpg,2002-03-14,Ice Age,False,7.37,14178,ice age,2002
False,/3P52oz9HPQWxcwHOwxtyrVV1LKi.jpg,"[28, 35, 12]",383498,en,Deadpool 2,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,12.5259,/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg,2018-05-15,Deadpool 2,False,7.49,19085,deadpool 2,2018
False,/y2DB71C4nyIdMrANijz8mzvQtk6.jpg,"[28, 80, 18, 53]",49026,en,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",12.5182,/hr0L2aueqlP2BYUblTTjmtn0hw4.jpg,2012-07-17,The Dark Knight Rises,False,7.793,24179,the dark knight rises,2012
False,/eENEf62tMXbhyVvdcXlnQz2wcuT.jpg,"[878, 28, 12]",580489,en,Venom: Let There Be Carnage,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",12.5156,/pzKsRuKLFmYrW5Q0q8E8G78Tcgo.jpg,2021-09-30,Venom: Let There Be Carnage,False,6.7,11094,venom let there be carnage,2021
False,/uzIGtyS6bbnJzGsPL93WCF1FWm8.jpg,"[12, 28, 14]",1865,en,Pirates of the Caribbean: On Stranger Tides,"When Jack crosses paths with a woman from his past, he's not sure if it's love...or if she's a ruthless con artist using him to find the fabled Fountain of Youth.",12.4783,/keGfSvCmYj7CvdRx36OdVrAEibE.jpg,2011-05-15,Pirates of the Caribbean: On Stranger Tides,False,6.565,14847,pirates of the caribbean on stranger tides,2011
False,/mUYV0ZdsDEliGaQahcQH1F3grsP.jpg,"[16, 10751, 12]",10674,en,Mulan,"When Imperial China calls one man from every family to defend the empire from invading Huns, a young woman disguises herself as a soldier to take her ailing father’s place. Facing ruthless invaders, brutal training, and the risk of execution if discovered, she must decide who she truly is— and what she’s willing to fight for.",12.4768,/jAbexAtB0aSfP5Ay4TpWHARyVnG.jpg,1998-06-18,Mulan,False,7.901,10340,mulan,1998
False,/jW21PoKwqs79wk6bfiYezox63mK.jpg,"[878, 28, 12]",18,fr,Le Cinquième Élément,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.",12.4761,/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg,1997-05-02,The Fifth Element,False,7.566,11579,the fifth element,1997
False,/bdI6U1mT0kCdTJ6TWtiFxQ42GSn.jpg,"[80, 18, 53]",242582,en,Nightcrawler,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",12.4603,/j9HrX8f7GbZQm1BrBiR40uFQZSb.jpg,2014-10-23,Nightcrawler,False,7.709,11619,nightcrawler,2014
False,/cDJ61O1STtbWNBwefuqVrRe3d7l.jpg,"[12, 14, 28]",10195,en,Thor,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",12.4546,/prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg,2011-04-21,Thor,False,6.769,22213,thor,2011
False,/kODNw6GJNdgldUMEhKPlCw8wQCr.jpg,[18],312221,en,Creed,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",12.4526,/1BfTsk5VWuw8FCocAhCyqnRbEzq.jpg,2015-11-25,Creed,False,7.4,7898,creed,2015
False,/xj1Sv1xm4Y0ydBueGuf10Y9qM0O.jpg,[18],489,en,Good Will Hunting,"Will Hunting is a headstrong, working-class genius who is failing the lessons of life. After one too many run-ins with the law, Will's last chance is a psychology professor, who might be the only man who can reach him.",12.4373,/z2FnLKpFi1HPO7BEJxdkv6hpJSU.jpg,1997-12-05,Good Will Hunting,False,8.159,13698,good will hunting,1997
False,/ggC3Brchf4RqPitEh7cROFoeAWn.jpg,"[18, 80]",640,en,Catch Me If You Can,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",12.42,/ctjEj2xM32OvBXCq8zAdK3ZrsAj.jpg,2002-12-16,Catch Me If You Can,False,7.978,16935,catch me if you can,2002
False,/lxwzY9vNwjDgxWKt3zZ6zcU6rEJ.jpg,"[28, 12, 16, 10751]",9806,en,The Incredibles,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",12.3532,/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg,2004-10-27,The Incredibles,False,7.7219999999999995,18763,the incredibles,2004
False,/kARonxQpuSZdFraTKlCThWOBCtu.jpg,[35],38365,en,Grown Ups,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",12.3134,/cQGM5k1NtU85n4TUlrOrwijSCcm.jpg,2010-06-24,Grown Ups,False,6.398,6610,grown ups,2010
False,/jOzrELAzFxtMx2I4uDGHOotdfsS.jpg,"[12, 28, 878]",181812,en,Star Wars: The Rise of Skywalker,"The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins.",12.2942,/db32LaOibwEliAmSL2jjDF6oDdj.jpg,2019-12-18,Star Wars: The Rise of Skywalker,False,6.272,10739,star wars the rise of skywalker,2019
False,/nP3y0TkR6XniFs9J53qQkg4Bnnk.jpg,"[18, 35]",10625,en,Mean Girls,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",12.2804,/fXm3YKXAEjx7d2tIWDg9TfRZtsU.jpg,2004-04-30,Mean Girls,False,7.2,9381,mean girls,2004
False,/aC6wW62V6b0csr5iUnbOjYAqfhg.jpg,"[18, 53, 9648]",345,en,Eyes Wide Shut,"After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",12.2008,/knEIz1eNGl5MQDbrEAVWA7iRqF9.jpg,1999-07-16,Eyes Wide Shut,False,7.487,6955,eyes wide shut,1999
False,/997ToEZvF2Obp9zNZbY5ELVnmrW.jpg,"[18, 10749]",537915,en,After,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",12.1898,/u3B2YKUjWABcxXZ6Nm9h10hLUbh.jpg,2019-04-11,After,False,7.109,8500,after,2019
False,/9udCLTxTFl28RxnK8Q05E154ZGa.jpg,"[35, 18]",120467,en,The Grand Budapest Hotel,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",12.1827,/eWdyYQreja6JGCzqHWXpWHDrrPo.jpg,2014-02-26,The Grand Budapest Hotel,False,8.031,15948,the grand budapest hotel,2014
False,/4DZxWNSAyksN6N3JkvpJ53Yq6zU.jpg,"[28, 18, 878]",263115,en,Logan,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",12.1541,/fnbjcRDYn6YviCcePDnGdyAkYsB.jpg,2017-02-28,Logan,False,7.819,20273,logan,2017
False,/4kix6fAblJIH6eMs0Ku2loyZJXK.jpg,"[28, 53, 878]",679,en,Aliens,"Ripley, the sole survivor of the Nostromo's deadly encounter with the monstrous Alien, returns to Earth after drifting through space in hypersleep for 57 years. Although her story is initially met with skepticism, she agrees to accompany a team of Colonial Marines back to LV-426.",12.1348,/r1x5JGpyqZU8PYhbs4UcrO1Xb6x.jpg,1986-07-18,Aliens,False,7.961,10722,aliens,1986
False,/9IIBboV7MCT0bTxzXHmWK1Hq558.jpg,"[18, 80, 28]",272,en,Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",12.1329,/sPX89Td70IDDjVr85jdSBb4rWGr.jpg,2005-06-10,Batman Begins,False,7.7219999999999995,22432,batman begins,2005
False,/keIxh0wPr2Ymj0Btjh4gW7JJ89e.jpg,"[28, 12, 878]",497698,en,Black Widow,"Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger.",12.1086,/7JPpIjhD2V0sKyFvhB9khUMa30d.jpg,2021-07-07,Black Widow,False,7.171,11130,black widow,2021
False,/6WRrGYalXXveItfpnipYdayFkQB.jpg,"[18, 53, 80]",1422,en,The Departed,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",12.0752,/nT97ifVT2J1yMQmeq20Qblg61T.jpg,2006-10-04,The Departed,False,8.16,16050,the departed,2006
False,/gklkxY0veMajdCiGe6ggsh07VG2.jpg,"[10751, 35, 12, 16]",940551,en,Migration,"After a migrating duck family alights on their pond with thrilling tales of far-flung places, the Mallard family embarks on a family road trip, from New England, to New York City, to tropical Jamaica.",12.0606,/ldfCF9RhR40mppkzmftxapaHeTo.jpg,2023-12-06,Migration,False,7.3,2211,migration,2023
False,/1TUg5pO1VZ4B0Q1amk3OlXvlpXV.jpg,"[12, 18, 10751, 16]",420818,en,The Lion King,"Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.",12.0406,/dzBtMocZuJbjLOXvrl4zGYigDzh.jpg,2019-07-12,The Lion King,False,7.098,10693,the lion king,2019
False,/fgur8M7AcLoMhB71FkAaOd0xaJt.jpg,"[12, 14, 16, 10751]",26505,fr,Arthur et la vengeance de Maltazard,"Arthur answers a distress call from Princess Selenia, who is menaced by the nefarious Maltazard.",12.0338,/rHCL0HwlQvU01TLRRHZFlvsVEqt.jpg,2009-11-26,Arthur and the Revenge of Maltazard,False,5.743,1765,arthur and the revenge of maltazard,2009
False,/iW2ZLRkKJvFuI6ZkSchk5f8kCPc.jpg,"[12, 18, 28, 36, 10752]",10047,en,Joan of Arc,"In 1429, a French teenager stood before her King with a message she claimed came from God; that she would defeat the world's greatest army and liberate her country from its political and religious turmoil. As she reclaims God's diminished kingdom, this courageous young woman has various amazing victories until her violent and untimely death.",12.0323,/lFzOGA2LPdOfQyhEiY74uDf2WKa.jpg,1999-10-27,The Messenger: The Story of Joan of Arc,False,6.407,1577,the messenger the story of joan of arc,1999
False,/mZj8EUr6F1x2PWZjKPxaeYd5WRw.jpg,"[12, 16, 35, 10751, 14]",11688,en,The Emperor's New Groove,"Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne and his human form with the help of Pacha, a gentle llama herder.",12.0241,/isA0acj3ONKBLp1pKadUNzxEPFv.jpg,2000-12-15,The Emperor's New Groove,False,7.6,7234,the emperors new groove,2000
False,/tPaurpIUskVji5vwV0dhy9pq4Vs.jpg,"[16, 12, 35, 10751]",953,en,Madagascar,Four animal friends get a taste of the wild life when they break out of captivity at the Central Park Zoo and wash ashore on the island of Madagascar.,12.0238,/zMpJY5CJKUufG9OTw0In4eAFqPX.jpg,2005-05-25,Madagascar,False,6.921,11633,madagascar,2005
False,/4HWAQu28e2yaWrtupFPGFkdNU7V.jpg,"[35, 80, 9648]",546554,en,Knives Out,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",12.0001,/pThyQovXQrw2m0s9x82twj48Jq4.jpg,2019-11-27,Knives Out,False,7.839,13870,knives out,2019
False,/5fxTB08O7CW1hAcN2MWOKodp1h1.jpg,"[18, 35]",615777,en,Babylon,"A tale of outsized ambition and outrageous excess, tracing the rise and fall of multiple characters in an era of unbridled decadence and depravity during Hollywood's transition from silent films to sound films in the late 1920s.",11.9886,/wjOHjWCUE0YzDiEzKv8AfqHj3ir.jpg,2022-12-22,Babylon,False,7.361,3721,babylon,2022
False,/sd4xN5xi8tKRPrJOWwNiZEile7f.jpg,"[16, 12, 35, 10751]",920,en,Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",11.9773,/2Touk3m5gzsqr1VsvxypdyHY5ci.jpg,2006-06-08,Cars,False,7.024,15010,cars,2006
False,/5oaMV2q0qzxkIW2ukU3lldLu5q2.jpg,"[53, 18, 80]",1359,en,American Psycho,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",11.9704,/9uGHEgsiUXjCNq8wdq4r49YL8A1.jpg,2000-04-13,American Psycho,False,7.407,12158,american psycho,2000
False,/3zvZ699gMW2RhWc0GisIukzq0Ls.jpg,"[14, 12, 28]",284052,en,Doctor Strange,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",11.9543,/xf8PbyQcR5ucXErmZNzdKR0s8ya.jpg,2016-10-25,Doctor Strange,False,7.418,23297,doctor strange,2016
False,/6N5d02quKqMKqvTpOdFmBDy9scY.jpg,"[35, 18, 10749]",19404,hi,दिलवाले दुल्हनिया ले जायेंगे,"Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancé. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga.",11.9311,/2CAL2433ZeIihfX1Hb2139CX0pW.jpg,1995-10-20,Dilwale Dulhania Le Jayenge,False,8.515,4572,dilwale dulhania le jayenge,1995
False,/nG5zmbVeYlcDhckrPAe06fArywn.jpg,"[10749, 878, 18]",152601,en,Her,"In the not so distant future, Theodore, a lonely writer, purchases a newly developed operating system designed to meet the user's every need. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",11.9297,/eCOtqtfvn7mxGl6nfmq4b1exJRc.jpg,2013-12-18,Her,False,7.841,15193,her,2013
False,/eN5G8vTWLnZxJ0LTd4g27oPObcZ.jpg,"[18, 10752]",28,en,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",11.9029,/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg,1979-05-19,Apocalypse Now,False,8.269,8993,apocalypse now,1979
False,/a0GM57AnJtNi7lMOCamniiyV10W.jpg,"[16, 12, 14, 18, 10751]",508883,ja,君たちはどう生きるか,"While the Second World War rages, the teenage Mahito, haunted by his mother's tragic death, is relocated from Tokyo to the serene rural home of his new stepmother Natsuko, a woman who bears a striking resemblance to the boy's mother. As he tries to adjust, this strange new world grows even stranger following the appearance of a persistent gray heron, who perplexes and bedevils Mahito, dubbing him the ""long-awaited one.""",11.8871,/4GKye5dR4uJyYbcyTveSue1gATD.jpg,2023-07-14,The Boy and the Heron,False,7.407,2583,the boy and the heron,2023
False,/jd3Z2sAPDavjRxFhfOak6kCrUIG.jpg,"[36, 18]",82695,en,Les Misérables,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France. Jean Valjean, a man imprisoned for stealing bread, must flee a relentless policeman named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.",11.8819,/6CuzBs2Lb8At7qQr64mLXg2RYRb.jpg,2012-12-18,Les Misérables,False,7.308,5546,les misrables,2012
False,/hkAVgWvAMmM8tj9CDEvGqMdNQBE.jpg,"[35, 14]",72105,en,Ted,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",11.8601,/1QVZXQQHCEIj8lyUhdBYd2qOYtq.jpg,2012-06-29,Ted,False,6.449,13072,ted,2012
False,/iymDDg4upZWgpbSeiE1JCjsSPBs.jpg,"[18, 53, 80]",64690,en,Drive,"Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior, lately he's been warming up to a pretty neighbor named Irene and her young son, Benicio. When Irene's husband gets out of jail, he enlists Driver's help in a million-dollar heist. The job goes horribly wrong, and Driver must risk his life to protect Irene and Benicio from the vengeful masterminds behind the robbery.",11.8445,/602vevIURmpDfzbnv5Ubi6wIkQm.jpg,2011-09-15,Drive,False,7.584,13501,drive,2011
False,/q62bpQ67qaXY0u6b2wFEnQYIbPd.jpg,"[10751, 35, 16, 12]",301528,en,Toy Story 4,"Woody has always been confident about his place in the world, devoted to taking care of his kid—whether that's Andy or Bonnie. But after Bonnie creates a reluctant new toy called ""Forky"", a road trip adventure alongside old and new friends challenges everything Woody believes about loyalty, purpose, and what it truly means to be a toy.",11.8424,/w9kR8qbmQ01HwnvK4alvnQ2ca0L.jpg,2019-06-19,Toy Story 4,False,7.466,10444,toy story 4,2019
False,/uy2trYgO8MOQfQXlvMaLhBnkUqg.jpg,"[18, 28, 53]",7485,en,Shooter,"A top Marine sniper, Bob Lee Swagger, leaves the military after a mission goes horribly awry and disappears, living in seclusion. He is coaxed back into service after a high-profile government official convinces him to help thwart a plot to kill the President of the United States. Ultimately double-crossed and framed for the attempt, Swagger becomes the target of a nationwide manhunt. He goes on the run to track the real killer and find out who exactly set him up, and why, eventually seeking revenge against some of the most powerful and corrupt leaders in the free world.",11.8377,/2aWGxo1E5polpBjPvtBRkWp7qaS.jpg,2007-03-22,Shooter,False,7.116,5387,shooter,2007
False,/qr7dUqleMRd0VgollazbmyP9XjI.jpg,"[878, 18, 53]",78,en,Blade Runner,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",11.7995,/63N9uy8nd9j7Eog2axPQ8lbr3Wj.jpg,1982-06-25,Blade Runner,False,7.94,14855,blade runner,1982
False,/lcITbesmy0IBO6TXTAgQHJE6Asx.jpg,"[18, 9648, 53]",619979,en,Deep Water,A well-to-do husband who allows his wife to have affairs in order to avoid a divorce becomes a prime suspect in the disappearance of her lovers.,11.7929,/6yRMyWwjuhKg6IU66uiZIGhaSc8.jpg,2022-03-17,Deep Water,False,5.818,1614,deep water,2022
False,/g3L6tOvJIRWSkxnhmoEW1SKEvW3.jpg,"[18, 10749]",5879,ja,愛のコリーダ,"A passionate telling of the story of Sada Abe, a woman whose affair with her master led to an obsessive and ultimately destructive sexual relationship.",11.7874,/AiFQbgjgSXWPfbi9iIYT39iXWMW.jpg,1976-09-15,In the Realm of the Senses,False,6.579,720,in the realm of the senses,1976
False,/6TjllWT3cGrPFyqDXurVZ3L8bBi.jpg,"[9648, 53, 18]",745,en,The Sixth Sense,"Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.",11.7799,/vOyfUXNFSnaTk7Vk5AjpsKTUWsu.jpg,1999-08-06,The Sixth Sense,False,7.95,12732,the sixth sense,1999
False,/h5pAEVma835u8xoE60kmLVopLct.jpg,"[16, 10751, 14, 18]",16859,ja,魔女の宅急便,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",11.7396,/Aufa4YdZIv4AXpR9rznwVA5SEfd.jpg,1989-07-29,Kiki's Delivery Service,False,7.8,4516,kikis delivery service,1989
False,/y2Ca1neKke2mGPMaHzlCNDVZqsK.jpg,"[28, 35, 53]",718930,en,Bullet Train,"Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected, yet conflicting, objectives—on the world's fastest train.",11.7326,/j8szC8OgrejDQjjMKSVXyaAjw3V.jpg,2022-08-03,Bullet Train,False,7.4,7401,bullet train,2022
False,/83H0C66AcvkwpG2738VCTHMY9uv.jpg,"[28, 12, 878]",505642,en,Black Panther: Wakanda Forever,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",11.7312,/sv1xJUazXeYqALzczSZ3O6nkH75.jpg,2022-11-09,Black Panther: Wakanda Forever,False,7.008,7378,black panther wakanda forever,2022
False,/xPpXYnCWfjkt3zzE0dpCNME1pXF.jpg,"[16, 28, 14]",635302,ja,劇場版「鬼滅の刃」無限列車編,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",11.6823,/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg,2020-10-16,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,False,8.199,4448,demon slayer kimetsu no yaiba the movie mugen train,2020
False,/h31SOVlekuHXsMWVGxI8nPPfY82.jpg,"[18, 37]",335,it,C'era una volta il West,"As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.",11.6426,/qbYgqOczabWNn2XKwgMtVrntD6P.jpg,1968-12-21,Once Upon a Time in the West,False,8.276,4850,once upon a time in the west,1968
False,/qAhedRxRYWZAgZ8O8pHIl6QHdD7.jpg,"[28, 12, 35]",384018,en,Fast & Furious Presents: Hobbs & Shaw,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.",11.6299,/qRyy2UmjC5ur9bDi3kpNNRCc5nc.jpg,2019-07-31,Fast & Furious Presents: Hobbs & Shaw,False,6.833,7695,fast furious presents hobbs shaw,2019
